Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,accel.linear.x,accel.linear.y,accel.linear.z,accel.angular.x,accel.angular.y,accel.angular.z
1623359339.5172763,12,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.5317414,13,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.547749,14,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.572518,15,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.5911014,16,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.6210432,17,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.631666,18,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.65049,19,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.6844037,20,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.6982634,21,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.724625,22,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.7500775,23,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.7642872,24,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.8289163,25,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.8289435,26,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.8297513,27,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.9389734,28,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.939025,29,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.9404278,30,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.9404726,31,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.9405503,32,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.98889,33,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.989094,34,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.9892569,35,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359339.990695,36,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.0320685,37,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.032435,38,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.135424,39,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.135735,40,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.136212,41,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.136582,42,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.15578,43,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.1560848,44,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.1990073,45,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.208845,46,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.2628276,47,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.2633154,48,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.2648036,49,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.282763,50,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.3408067,51,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.3410158,52,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.3413725,53,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.3629987,54,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.38262,55,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.39081,56,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.434499,57,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.4347866,58,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.4718044,59,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.482546,60,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.5048244,61,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359340.5375495,62,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
