Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,accel.linear.x,accel.linear.y,accel.linear.z,accel.angular.x,accel.angular.y,accel.angular.z
1623357757.462978,3,0,0,,0.0390000008046627,0.0,0.0,0.0,0.0,0.0
1623357757.4776132,4,0,0,,0.0260000005364418,0.0,0.0,0.0,0.0,0.0
1623357757.489036,5,0,0,,0.0179999992251396,0.0,0.0,0.0,0.0,0.0
1623357757.4960337,6,0,0,,0.0120000001043081,0.0,0.0,0.0,0.0,0.0
1623357757.5237367,7,0,0,,0.0080000003799796,0.0,0.0,0.0,0.0,0.0
1623357757.5312555,8,0,0,,0.006000000052154,0.0,0.0,0.0,0.0,0.0
1623357757.5430913,9,0,0,,0.0040000001899898,0.0,0.0,0.0,0.0,0.0
1623357757.5738344,10,0,0,,0.003000000026077,0.0,0.0,0.0,0.0,0.0
1623357757.5855732,11,0,0,,0.0020000000949949,0.0,0.0,0.0,0.0,0.0
1623357757.6058245,12,0,0,,0.0010000000474974,0.0,0.0,0.0,0.0,0.0
1623357757.678589,13,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.678793,14,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.6830356,15,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.7177422,16,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.7179956,17,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.7182858,18,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.733208,19,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.7504768,20,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.763553,21,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.7774117,22,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.799467,23,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623357757.8137836,24,0,0,,-0.0640000030398368,0.0,0.0,0.0,0.0,0.0
1623357757.8537354,25,0,0,,-0.1720000058412552,0.0,0.0,0.0,0.0,0.0
1623357757.8539832,26,0,0,,-0.1790000051259994,0.0,0.0,0.0,0.0,0.0
1623357757.87131,27,0,0,,-0.1199999973177909,0.0,0.0,0.0,0.0,0.0
1623357757.9036777,28,0,0,,-0.0810000002384185,0.0,0.0,0.0,0.0,0.0
1623357757.927326,29,0,0,,-0.0540000014007091,0.0,0.0,0.0,0.0,0.0
1623357757.971827,30,0,0,,-0.0370000004768371,0.0,0.0,0.0,0.0,0.0
1623357757.9857042,31,0,0,,-0.0879999995231628,0.0,0.0,0.0,0.0,0.0
1623357758.0110433,32,0,0,,-0.1879999935626983,0.0,0.0,0.0,0.0,0.0
1623357758.0296016,33,0,0,,-0.1899999976158142,0.0,0.0,0.0,0.0,0.0
1623357758.0518448,34,0,0,,-0.1909999996423721,0.0,0.0,0.0,0.0,0.0
1623357758.080555,35,0,0,,-0.2560000121593475,0.0,0.0,0.0,0.0,0.0
1623357758.1155603,36,0,0,,-0.3000000119209289,0.0,0.0,0.0,0.0,0.0
1623357758.1388254,37,0,0,,-0.3300000131130218,0.0,0.0,0.0,0.0,0.0
1623357758.1730845,38,0,0,,-0.3490000069141388,0.0,0.0,0.0,0.0,0.0
1623357758.1914434,39,0,0,,-0.3619999885559082,0.0,0.0,0.0,0.0,0.0
1623357758.2123237,40,0,0,,-0.3709999918937683,0.0,0.0,0.0,0.0,0.0
1623357758.229885,41,0,0,,-0.3759999871253967,0.0,0.0,0.0,0.0,0.0
1623357758.2738314,42,0,0,,-0.3799999952316284,0.0,0.0,0.0,0.0,0.0
1623357758.2757585,43,0,0,,-0.382999986410141,0.0,0.0,0.0,0.0,0.0
1623357758.3289182,44,0,0,,-0.3849999904632568,0.0,0.0,0.0,0.0,0.0
1623357758.3291595,45,0,0,,-0.3860000073909759,0.0,0.0,0.0,0.0,0.0
1623357758.3463328,46,0,0,,-0.3869999945163727,0.0,0.0,0.0,0.0,0.0
1623357758.4154575,47,0,0,,-0.3880000114440918,0.0,0.0,0.0,0.0,0.0
1623357758.4419863,48,0,0,,-0.3889999985694885,0.0,0.0,0.0,0.0,0.0
1623357758.4422543,49,0,0,,-0.3899999856948852,0.0,0.0,0.0,0.0,0.0
1623357758.476373,50,0,0,,-0.3899999856948852,0.0,0.0,0.0,0.0,0.0
1623357758.4766705,51,0,0,,-0.3899999856948852,0.0,0.0,0.0,0.0,0.0
1623357758.477533,52,0,0,,-0.3899999856948852,0.0,0.0,0.0,0.0,0.0
1623357758.4995267,53,0,0,,-0.3899999856948852,0.0,0.0,0.0,0.0,0.0
1623357758.506547,54,0,0,,-0.4550000131130218,0.0,0.0,0.0,0.0,0.0
1623357758.5305152,55,0,0,,-0.5630000233650208,0.0,0.0,0.0,0.0,0.0
1623357758.5326264,56,0,0,,-0.6349999904632568,0.0,0.0,0.0,0.0,0.0
1623357758.5517292,57,0,0,,-0.6830000281333923,0.0,0.0,0.0,0.0,0.0
1623357758.5680032,58,0,0,,-0.7149999737739563,0.0,0.0,0.0,0.0,0.0
1623357758.5857198,59,0,0,,-0.8009999990463257,0.0,0.0,0.0,0.0,0.0
1623357758.678212,60,0,0,,-0.859000027179718,0.0,0.0,0.0,0.0,0.0
1623357758.6784654,61,0,0,,-0.8330000042915344,0.0,0.0,0.0,0.0,0.0
1623357758.6791596,62,0,0,,-0.8169999718666077,0.0,0.0,0.0,0.0,0.0
1623357758.6795945,63,0,0,,-0.8050000071525574,0.0,0.0,0.0,0.0,0.0
1623357758.679803,64,0,0,,-0.796999990940094,0.0,0.0,0.0,0.0,0.0
1623357758.679998,65,0,0,,-0.7919999957084656,0.0,0.0,0.0,0.0,0.0
1623357758.6803484,66,0,0,,-0.7900000214576721,0.0,0.0,0.0,0.0,0.0
1623357758.6806452,67,0,0,,-0.7879999876022339,0.0,0.0,0.0,0.0,0.0
1623357758.7423313,68,0,0,,-0.7210000157356262,0.0,0.0,0.0,0.0,0.0
1623357758.742561,69,0,0,,-0.6759999990463257,0.0,0.0,0.0,0.0,0.0
1623357758.742837,70,0,0,,-0.6470000147819519,0.0,0.0,0.0,0.0,0.0
1623357758.7431324,71,0,0,,-0.5619999766349792,0.0,0.0,0.0,0.0,0.0
1623357758.7671535,72,0,0,,-0.5049999952316284,0.0,0.0,0.0,0.0,0.0
1623357758.7676308,73,0,0,,-0.4670000076293945,0.0,0.0,0.0,0.0,0.0
1623357758.7832158,74,0,0,,-0.44200000166893,0.0,0.0,0.0,0.0,0.0
1623357758.8038146,75,0,0,,-0.4250000119209289,0.0,0.0,0.0,0.0,0.0
1623357758.8210618,76,0,0,,-0.3490000069141388,0.0,0.0,0.0,0.0,0.0
1623357758.848143,77,0,0,,-0.2329999953508377,0.0,0.0,0.0,0.0,0.0
