Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1623359167.2289855,20,0,0,,0.5199999809265137,0.0,0.0,0.0,0.0,0.0
1623359167.243827,21,0,0,,0.5199999809265137,0.0,0.0,0.0,0.0,0.0
1623359167.2540834,22,0,0,,0.5199999809265137,0.0,0.0,0.0,0.0,0.0
1623359167.2746167,23,0,0,,0.5199999809265137,0.0,0.0,0.0,0.0,0.0
1623359167.295689,24,0,0,,0.5,0.0,0.0,0.0,0.0,0.0
1623359167.3091998,25,0,0,,0.5,0.0,0.0,0.0,0.0,0.0
1623359167.3188355,26,0,0,,0.4900000095367431,0.0,0.0,0.0,0.0,0.0
1623359167.3267424,27,0,0,,0.4900000095367431,0.0,0.0,0.0,0.0,0.0
1623359167.3555582,28,0,0,,0.4900000095367431,0.0,0.0,0.0,0.0,0.0
1623359167.3569777,29,0,0,,0.4900000095367431,0.0,0.0,0.0,0.0,0.0
1623359167.376224,30,0,0,,0.4699999988079071,0.0,0.0,0.0,0.0,0.0
1623359167.388228,31,0,0,,0.4600000083446502,0.0,0.0,0.0,0.0,0.0
1623359167.395161,32,0,0,,0.4600000083446502,0.0,0.0,0.0,0.0,0.0
1623359167.426976,33,0,0,,0.4399999976158142,0.0,0.0,0.0,0.0,0.0
1623359167.436909,34,0,0,,0.4399999976158142,0.0,0.0,0.0,0.0,0.0
1623359167.4631865,35,0,0,,0.4399999976158142,0.0,0.0,0.0,0.0,0.0
1623359167.4773915,36,0,0,,0.4300000071525574,0.0,0.0,0.0,0.0,0.0
1623359167.48515,37,0,0,,0.4300000071525574,0.0,0.0,0.0,0.0,0.0
1623359167.5180385,38,0,0,,0.4099999964237213,0.0,0.0,0.0,0.0,0.0
1623359167.5256464,39,0,0,,0.4099999964237213,0.0,0.0,0.0,0.0,0.0
1623359167.5547297,40,0,0,,0.4099999964237213,0.0,0.0,0.0,0.0,0.0
1623359167.5763583,41,0,0,,0.3799999952316284,0.0,0.0,0.0,0.0,0.0
1623359167.5854342,42,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.616265,43,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.624844,44,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.657457,45,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.6697512,46,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.6852758,47,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.7171404,48,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.72622,49,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.7578297,50,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.767898,51,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.7854023,52,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.8165102,53,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.8255258,54,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.8572876,55,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.8691428,56,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.88582,57,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.9169655,58,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.9243138,59,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623359167.9601622,60,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
