Time,data
1623360401.929793,0.0
1623360401.9397786,0.0
1623360401.9497764,0.0
1623360401.9597533,0.0
1623360401.9697175,0.0
1623360401.9798172,0.0
1623360401.9898005,0.0
1623360401.9997275,0.0
1623360402.0096831,0.0
1623360402.0199115,0.0
1623360402.0296955,0.0
1623360402.0397177,0.0
1623360402.049792,0.0
1623360402.0596812,0.0
1623360402.0698557,0.0
1623360402.0797212,0.0
1623360402.089779,0.0
1623360402.0997896,0.0
1623360402.1096957,0.0
1623360402.119793,0.0
1623360402.1296377,0.0
1623360402.1396904,0.0
1623360402.1498067,0.0
1623360402.1597698,0.0
1623360402.1698775,0.0
1623360402.1797032,0.0
1623360402.1897326,0.0
1623360402.1997633,0.0
1623360402.209779,0.0
1623360402.2196906,0.0
1623360402.2296586,0.0
1623360402.239647,0.0
1623360402.24963,0.0
1623360402.259671,0.0
1623360402.2697697,0.0
1623360402.2795937,0.0
1623360402.289708,0.0
1623360402.2996366,0.0
1623360402.3096154,0.0
1623360402.3196173,0.0
1623360402.3301094,0.0
1623360402.3397446,0.0
1623360402.349778,0.0
1623360402.359729,0.0
1623360402.3697598,0.0
1623360402.379786,0.0
1623360402.3898845,0.0
1623360402.3998573,0.0
1623360402.409735,0.0
1623360402.4196978,0.0
1623360402.4296987,0.0
1623360402.439833,0.0
1623360402.4496274,0.0
1623360402.459921,0.0
1623360402.4696677,0.0
1623360402.479696,0.0
1623360402.4897466,0.0
1623360402.4996784,0.0
1623360402.5096405,0.0
1623360402.519676,0.0
1623360402.5296636,0.0
1623360402.539652,0.0
1623360402.549729,0.0
1623360402.5596886,0.0
1623360402.5697308,0.0
1623360402.579887,0.0
1623360402.5898466,0.0
1623360402.599713,0.0
1623360402.6118288,0.0
1623360402.6199949,0.0
1623360402.6300128,0.0
1623360402.640281,0.0
1623360402.6503122,0.0
1623360402.659796,0.0
1623360402.669851,0.0
1623360402.680389,0.0
1623360402.6906457,0.0
1623360402.7003834,0.0
1623360402.7100985,0.0
1623360402.7198062,0.0
1623360402.7297647,0.0
1623360402.7397904,0.0
1623360402.7498126,0.0
1623360402.759706,0.0
1623360402.7698042,0.0
1623360402.7797956,0.0
1623360402.7897885,0.0
1623360402.7998364,0.0
1623360402.809936,0.0
1623360402.8198078,0.0
1623360402.82982,0.0
1623360402.839821,0.0
1623360402.8499415,0.0
1623360402.8598137,0.0
1623360402.8698184,0.0
1623360402.879846,0.0
1623360402.889865,0.0
1623360402.8997831,0.0
1623360402.9097722,0.0
1623360402.9198258,0.0
1623360402.9298384,0.0
1623360402.9397748,0.0
1623360402.9498074,0.0
1623360402.959913,0.0
1623360402.969778,0.0
1623360402.9797854,0.0
1623360402.989768,0.0
1623360402.9997723,0.0
1623360403.0097165,0.0
1623360403.0198178,0.0
1623360403.0297923,0.0
1623360403.0398996,0.0
1623360403.049811,0.0
1623360403.059848,0.0
1623360403.0697682,0.0
1623360403.0797267,0.0
1623360403.0896392,0.0
1623360403.0995998,0.0
1623360403.1096065,0.0
1623360403.1196475,0.0
1623360403.1296053,0.0
1623360403.139605,0.0
1623360403.149589,0.0
1623360403.1596177,0.0
1623360403.169612,0.0
1623360403.1799684,0.0
1623360403.189814,0.0
1623360403.199785,0.0
1623360403.2098668,0.0
1623360403.219821,0.0
1623360403.2300196,0.0
1623360403.2396784,0.0
1623360403.2496605,0.0
1623360403.2596538,0.0
1623360403.2698324,0.0
1623360403.279858,0.0
1623360403.289774,0.0
1623360403.2997065,0.0
1623360403.309749,0.0
1623360403.3197627,0.0
1623360403.3297973,0.0
1623360403.3397737,0.0
1623360403.3498013,0.0
1623360403.359902,0.0
1623360403.3700244,0.0
1623360403.379674,0.0
1623360403.389699,0.0
1623360403.399827,0.0
1623360403.409715,0.0
1623360403.4198413,0.0
1623360403.429818,0.0
1623360403.439897,0.0
1623360403.4500244,0.0
1623360403.4598434,0.0
1623360403.4700615,0.0
1623360403.480025,0.0
1623360403.4899852,0.0
1623360403.4997876,0.0
1623360403.509936,0.0
1623360403.5202577,0.0
1623360403.5297346,0.0
1623360403.5399115,0.0
1623360403.5501657,0.0
1623360403.5598457,0.0
1623360403.5698843,0.0
1623360403.5801773,0.0
1623360403.5899062,0.0
1623360403.5998504,0.0
1623360403.6097238,0.0
1623360403.619784,0.0
1623360403.629778,0.0
1623360403.6397688,0.0
1623360403.649862,0.0
1623360403.6596975,0.0
1623360403.669793,0.0
1623360403.67971,0.0
1623360403.6898422,0.0
1623360403.6998124,0.0
1623360403.7097716,0.0
1623360403.7197804,0.0
1623360403.7298005,0.0
1623360403.7398286,0.0
1623360403.7498183,0.0
1623360403.7597952,0.0
1623360403.7698643,0.0
1623360403.7798626,0.0
1623360403.7897685,0.0
1623360403.7997837,0.0
1623360403.809809,0.0
1623360403.8196676,0.0
1623360403.8298247,0.0
1623360403.839771,0.0
1623360403.8497033,0.0
1623360403.859805,0.0
1623360403.8697886,0.0
1623360403.8797724,0.0
1623360403.8897555,0.0
1623360403.8996463,0.0
1623360403.9097128,0.0
1623360403.9197783,0.0
1623360403.9297771,0.0
1623360403.9397955,0.0
1623360403.9498248,0.0
1623360403.959798,0.0
1623360403.9696672,0.0
1623360403.9799707,0.0
1623360403.989812,0.0
