TIME,SPEED,SPEED_CMD,ACCEL,ACCEL_CMD
25.0,0.8799999952316284,-0.2899014920393504,0.5537703557680864,-2.000362134087143
25.05,0.8999999761581421,-0.31271313539059103,0.4545448999341419,-2.0544885468156258
25.1,0.9100000262260436,-0.2923602324169381,0.4147804592029539,-2.1196431394411843
25.150000000000002,0.9399999976158142,-0.32005945796193375,0.47864859364496903,-2.084457898898567
25.200000000000003,0.9604174467099326,-0.2959606373749677,0.44303521232600895,-2.2297188001240893
25.250000000000004,0.9792662696257908,-0.3178946822863889,0.4936022677664091,-2.1002470024334126
25.300000000000004,0.9993974636017336,-0.32344456974682223,0.44728007183208646,-2.268785284152636
25.350000000000005,1.0199999809265137,-0.32648521551044674,0.41352270720433526,-2.2903847756311304
25.400000000000006,1.048377661912539,-0.30590020378817506,0.39979528918943447,-2.3279460104548644
25.450000000000006,1.0577385341898073,-0.2979897260665893,0.3945975988909076,-2.226597439752858
25.500000000000007,1.0792742566739555,-0.2752972927847341,0.39204002344258954,-2.2348867502382195
25.550000000000008,1.0800000429153442,-0.2679518759250641,0.3899999856948852,-2.1436392822334147
25.60000000000001,1.0975517177110123,-0.25301044987212357,0.3899999856948852,-2.108370268780237
25.65000000000001,1.1100000143051147,-0.2591776445574146,0.3899999856948852,-2.1085416610481573
25.70000000000001,1.1299999952316284,-0.2671411319631837,0.3899999856948852,-2.2199935343071853
25.75000000000001,1.1299999952316284,-0.2516194770473609,0.3010265167875987,-2.213593760258078
25.80000000000001,1.1408229628763578,-0.23007539997838036,0.22430033155766074,-2.1616210087271495
25.850000000000012,1.149999976158142,-0.19099939569304217,0.1701027896554609,-2.066494339721978
25.900000000000013,1.1302205883231315,-0.20233285942129012,0.05024596551168624,-1.8749370676720898
25.950000000000014,1.1299999952316284,-0.19669004686190494,-0.08080014893132167,-1.9628086917577643
26.000000000000014,1.1100000143051147,-0.18577789204836193,-0.1754214603704729,-1.7973543541656032
26.050000000000015,1.0800000429153442,-0.20576202225646428,-0.3021676738676223,-1.7186367035021104
26.100000000000016,1.0700915218258924,-0.18446007023473854,-0.19772229478423367,-1.7652798233613156
26.150000000000016,1.0450614241716996,-0.11315019420132785,-0.2700702318856107,-1.5490263200307675
26.200000000000017,1.019681582665394,-0.0382486363759998,-0.34870250504116357,-1.1912607933603823
26.250000000000018,0.9900000095367432,0.052313552625229964,-0.3724639536312694,-0.8936522219061391
26.30000000000002,0.9589516083673765,0.13277790327802624,-0.5528371654472964,-0.5100027319908499
26.35000000000002,0.9048335359762206,0.22436466546629977,-0.6961055323552211,-0.17828666662634338
26.40000000000002,0.8334452854355537,0.2873670733453449,-0.8078722119277298,0.3264458941196279
26.45000000000002,0.7921933456608135,0.3673033357058425,-0.8349138077496361,0.39971399711856537
26.50000000000002,0.7211125220667004,0.46731928192066946,-0.9676481815353427,0.9246500748824765
26.550000000000022,0.6851706686690225,0.6053913805865739,-1.067471895813843,1.1897170351861128
26.600000000000023,0.6508695391269318,0.7507114434238478,-0.9049857076428376,1.5
26.650000000000023,0.6383965535164179,0.8846081345038286,-0.8276458903435153,1.5
26.700000000000024,0.6499999761581421,1.046189332095447,-0.6347523332470756,1.5
26.750000000000025,0.6039796913017146,1.1507986478352512,-0.562284732527205,1.5
26.800000000000026,0.6272141608093488,1.286310399285435,-0.47409937072641845,1.5
26.850000000000026,0.6299999952316284,1.4385159942803585,-0.422069635516115,1.5
26.900000000000027,0.6299999952316284,1.5394273848130002,-0.2461156123609225,1.5
26.950000000000028,0.6499999761581421,1.5786832759032967,0.17942553277542803,1.5
