Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,accel.linear.x,accel.linear.y,accel.linear.z,accel.angular.x,accel.angular.y,accel.angular.z
1623358524.653871,51,0,0,,0.1829999983310699,0.0,0.0,0.0,0.0,0.0
1623358524.6540997,52,0,0,,0.2509999871253967,0.0,0.0,0.0,0.0,0.0
1623358524.654286,53,0,0,,0.296999990940094,0.0,0.0,0.0,0.0,0.0
1623358524.6709552,54,0,0,,0.328000009059906,0.0,0.0,0.0,0.0,0.0
1623358524.7010343,55,0,0,,0.3479999899864197,0.0,0.0,0.0,0.0,0.0
1623358524.737754,56,0,0,,0.3619999885559082,0.0,0.0,0.0,0.0,0.0
1623358524.7430124,57,0,0,,0.3709999918937683,0.0,0.0,0.0,0.0,0.0
1623358524.780503,58,0,0,,0.3759999871253967,0.0,0.0,0.0,0.0,0.0
1623358524.8117204,59,0,0,,0.3799999952316284,0.0,0.0,0.0,0.0,0.0
1623358524.8126142,60,0,0,,0.382999986410141,0.0,0.0,0.0,0.0,0.0
1623358524.832201,61,0,0,,0.449999988079071,0.0,0.0,0.0,0.0,0.0
1623358524.8336189,62,0,0,,0.5590000152587891,0.0,0.0,0.0,0.0,0.0
1623358524.8528218,63,0,0,,0.6320000290870667,0.0,0.0,0.0,0.0,0.0
1623358524.864983,64,0,0,,0.6809999942779541,0.0,0.0,0.0,0.0,0.0
1623358524.9013746,65,0,0,,0.7129999995231628,0.0,0.0,0.0,0.0,0.0
1623358524.9014876,66,0,0,,0.7350000143051147,0.0,0.0,0.0,0.0,0.0
1623358524.901798,67,0,0,,0.75,0.0,0.0,0.0,0.0,0.0
1623358524.9343088,68,0,0,,0.7590000033378601,0.0,0.0,0.0,0.0,0.0
1623358524.982577,69,0,0,,0.765999972820282,0.0,0.0,0.0,0.0,0.0
1623358524.9827645,70,0,0,,0.7699999809265137,0.0,0.0,0.0,0.0,0.0
1623358524.9828763,71,0,0,,0.8379999995231628,0.0,0.0,0.0,0.0,0.0
1623358525.0053115,72,0,0,,0.8830000162124634,0.0,0.0,0.0,0.0,0.0
1623358525.0285392,73,0,0,,0.8500000238418579,0.0,0.0,0.0,0.0,0.0
1623358525.0286224,74,0,0,,0.828000009059906,0.0,0.0,0.0,0.0,0.0
1623358525.0912628,75,0,0,,0.8759999871253967,0.0,0.0,0.0,0.0,0.0
