Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,twist.linear.x,twist.linear.y,twist.linear.z,twist.angular.x,twist.angular.y,twist.angular.z
1623360030.8198116,32,0,0,,0.5699999928474426,0.0,0.0,0.0,0.0,0.0
1623360030.8260655,33,0,0,,0.5699999928474426,0.0,0.0,0.0,0.0,0.0
1623360030.904905,34,0,0,,0.550000011920929,0.0,0.0,0.0,0.0,0.0
1623360030.9235544,35,0,0,,0.5400000214576721,0.0,0.0,0.0,0.0,0.0
1623360030.923603,36,0,0,,0.5400000214576721,0.0,0.0,0.0,0.0,0.0
1623360030.9236846,37,0,0,,0.5,0.0,0.0,0.0,0.0,0.0
1623360030.9237149,38,0,0,,0.5,0.0,0.0,0.0,0.0,0.0
1623360030.9241345,39,0,0,,0.4900000095367431,0.0,0.0,0.0,0.0,0.0
1623360031.0831013,40,0,0,,0.4699999988079071,0.0,0.0,0.0,0.0,0.0
1623360031.0831485,41,0,0,,0.4600000083446502,0.0,0.0,0.0,0.0,0.0
1623360031.083187,42,0,0,,0.4399999976158142,0.0,0.0,0.0,0.0,0.0
1623360031.083747,43,0,0,,0.4399999976158142,0.0,0.0,0.0,0.0,0.0
1623360031.0850415,44,0,0,,0.4300000071525574,0.0,0.0,0.0,0.0,0.0
1623360031.085256,45,0,0,,0.4099999964237213,0.0,0.0,0.0,0.0,0.0
1623360031.0856547,46,0,0,,0.4099999964237213,0.0,0.0,0.0,0.0,0.0
1623360031.0857396,47,0,0,,0.4000000059604645,0.0,0.0,0.0,0.0,0.0
1623360031.1085374,48,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.1434786,49,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.144163,50,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.1578543,51,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.2377343,52,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.2378964,53,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.2380896,54,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.2383866,55,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.3023326,56,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.306249,57,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.3068478,58,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.3970542,59,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.3972754,60,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.3976555,61,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.4012225,62,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
1623360031.4700444,63,0,0,,0.0,0.0,0.0,0.0,0.0,0.0
