Time,data
1623361107.602064,0.0
1623361107.610494,0.0
1623361107.6204138,0.0
1623361107.630474,0.0
1623361107.64319,0.0
1623361107.6505678,0.0
1623361107.660575,0.0
1623361107.670884,0.0
1623361107.6804843,0.0
1623361107.690275,0.0
1623361107.7001345,0.0
1623361107.7101886,0.0
1623361107.720154,0.0
1623361107.7303865,0.0
1623361107.7402556,0.0
1623361107.7504804,0.0
1623361107.760098,0.0
1623361107.770107,0.0
1623361107.780319,0.0
1623361107.7905347,0.0
1623361107.8047214,0.0
1623361107.8103714,0.0
1623361107.8200808,0.0
1623361107.830071,0.0
1623361107.84011,0.0
1623361107.8500388,0.0
1623361107.8600075,0.0
1623361107.870576,0.0
1623361107.880432,0.0
1623361107.8905582,0.0
1623361107.9000363,0.0
1623361107.9100423,0.0
1623361107.9202082,0.0
1623361107.9301286,0.0
1623361107.9401166,0.0
1623361107.9539857,0.0
1623361107.960385,0.0
1623361107.9705238,0.0
1623361107.980195,0.0
1623361107.9903462,0.0
1623361108.0001292,0.0
1623361108.0103288,0.0
1623361108.0250113,0.0
1623361108.0302265,0.0
1623361108.046595,0.0
1623361108.0520203,0.0
1623361108.0601408,0.0
1623361108.0701334,0.0
1623361108.0801897,0.0
1623361108.0902357,0.0
1623361108.1007466,0.0
1623361108.1103053,0.0
1623361108.120182,0.0
1623361108.1305387,0.0
1623361108.1406703,0.0
1623361108.153652,0.0
1623361108.160464,0.0
1623361108.1702068,0.0
1623361108.1801677,0.0
1623361108.190148,0.0
1623361108.2022994,0.0
1623361108.2104306,0.0
1623361108.2201345,0.0
1623361108.2303138,0.0
1623361108.2403593,0.0
1623361108.2501023,0.0
1623361108.2604609,0.0
1623361108.2700944,0.0
1623361108.280112,0.0
1623361108.2902024,0.0
1623361108.3000493,0.0
1623361108.310312,0.0
1623361108.3201902,0.0
1623361108.3302326,0.0
1623361108.340686,0.0
1623361108.3513389,0.0
1623361108.3605068,0.0
1623361108.3704102,0.0
1623361108.3803902,0.0
1623361108.390797,0.0
1623361108.4046729,0.0
1623361108.4102466,0.0
1623361108.42018,0.0
1623361108.4301538,0.0
1623361108.440158,0.0
1623361108.4510798,0.0
1623361108.4601493,0.0
1623361108.470189,0.0
1623361108.480162,0.0
1623361108.49026,0.0
1623361108.5002625,0.0
1623361108.5101802,0.0
1623361108.5201588,0.0
1623361108.5302515,0.0
1623361108.5428789,0.0
1623361108.552431,0.0
1623361108.5602462,0.0
1623361108.5703924,0.0
1623361108.580399,0.0
1623361108.5901031,0.0
1623361108.6001973,0.0
1623361108.610114,0.0
1623361108.6201038,0.0
1623361108.6300895,0.0
1623361108.6401253,0.0
1623361108.6501107,0.0
1623361108.6605165,0.0
1623361108.6703398,0.0
1623361108.680325,0.0
1623361108.6900609,0.0
1623361108.7001495,0.0
1623361108.7101712,0.0
1623361108.7200422,0.0
1623361108.730083,0.0
1623361108.740314,0.0
1623361108.75014,0.0
1623361108.7601652,0.0
1623361108.77017,0.0
1623361108.780399,0.0
1623361108.790249,0.0
1623361108.8001287,0.0
1623361108.810096,0.0
1623361108.8202949,0.0
1623361108.8302298,0.0
1623361108.8409224,0.0
1623361108.85021,0.0
1623361108.8603346,0.0
1623361108.8702426,0.0
1623361108.880114,0.0
1623361108.890137,0.0
1623361108.900274,0.0
1623361108.9102874,0.0
1623361108.920381,0.0
1623361108.930087,0.0
1623361108.9400966,0.0
1623361108.950226,0.0
1623361108.960116,0.0
1623361108.9702132,0.0
1623361108.9801955,0.0
1623361108.9902573,0.0
1623361109.000751,0.0
1623361109.010059,0.0
1623361109.0202029,0.0
1623361109.030103,0.0
1623361109.0401666,0.0
1623361109.0532548,0.0
1623361109.0600595,0.0
1623361109.070396,0.0
1623361109.0801306,0.0
1623361109.0901082,0.0
1623361109.1013966,0.0
1623361109.1100996,0.0
1623361109.12019,0.0
1623361109.1300828,0.0
1623361109.140067,0.0
1623361109.150118,0.0
1623361109.1601532,0.0
1623361109.1701326,0.0
1623361109.180096,0.0
1623361109.190269,0.0
1623361109.200679,0.0
1623361109.2108097,0.0
1623361109.2201462,0.0
1623361109.2303135,0.0
1623361109.240068,0.0
1623361109.2501132,0.0
1623361109.260086,0.0
1623361109.2701292,0.0
1623361109.2800794,0.0
1623361109.2900724,0.0
1623361109.3002286,0.0
1623361109.3101337,0.0
1623361109.320205,0.0
1623361109.330482,0.0
1623361109.3408809,0.0
